sensor_id,latitude,longitude,PM10,rain_3h,is_rain,wind_deg,wind_speed,humidity,is_newYear,season,is_rushHour,PM10_average,temp,city,country
4111,51.065,7.039,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3451,52.341,9.763,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1221,48.043,7.878,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2554,53.558,10.062,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1156,51.809,8.423,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1601,48.593,9.635,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2273,48.511,9.060,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3876,51.222,6.624,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2721,49.485,11.112,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3142,51.568,6.931,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
281,48.742,9.308,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4236,49.803,9.943,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1755,51.838,8.170,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
191,48.775,9.131,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
926,49.913,8.240,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5692,51.025,13.827,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4791,51.530,7.685,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3914,48.689,8.998,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3963,48.658,8.935,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
920,51.331,6.778,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2818,50.124,8.598,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
328,52.484,13.437,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3643,50.741,7.158,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
361,48.755,9.293,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2664,48.696,9.140,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4629,48.679,9.021,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
473,48.529,9.060,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3719,52.492,6.859,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
288,48.770,9.198,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
943,48.695,9.170,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5428,52.387,9.980,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1154,48.415,9.118,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3037,52.551,13.408,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5539,52.453,9.751,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1351,50.205,9.998,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1827,48.182,11.538,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
496,48.519,9.052,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5405,50.576,12.659,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4947,51.249,7.153,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3261,47.746,9.000,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3103,52.438,13.228,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4290,50.907,7.151,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5609,51.354,9.587,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2934,51.456,7.248,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4248,48.842,12.964,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2571,51.130,6.731,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4771,49.157,7.034,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
159,48.781,9.839,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4888,52.383,9.741,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5181,48.374,10.908,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5454,49.051,9.250,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
964,50.000,8.433,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3930,47.993,12.179,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5051,49.790,9.883,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
936,48.194,11.548,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2021,49.756,6.994,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1219,51.495,6.670,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1312,48.824,9.317,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
608,48.957,9.437,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2786,48.677,9.242,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4359,47.980,7.659,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4485,51.200,6.738,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2456,48.018,7.817,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4385,53.540,10.042,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5763,53.283,9.508,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5286,53.111,7.357,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3817,48.078,11.516,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1265,47.986,7.856,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3293,51.469,6.770,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4851,48.033,8.412,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3721,48.175,11.356,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2861,50.923,6.703,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2797,48.790,9.255,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4406,53.806,11.598,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5038,49.437,10.979,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5577,51.900,10.734,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3970,48.674,9.003,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4049,50.894,6.888,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3329,49.575,10.989,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4593,51.674,8.368,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3769,48.891,9.190,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
252,50.961,7.000,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1829,48.118,11.599,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3178,50.112,8.627,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2115,52.556,13.394,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4820,49.696,6.631,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2536,50.931,7.001,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
435,48.942,9.256,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3441,48.783,9.164,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1345,48.539,9.268,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
615,48.769,9.185,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5032,49.889,8.942,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3406,48.518,8.833,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2837,53.227,10.400,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3100,52.745,13.474,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5155,50.922,6.953,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4084,50.859,6.572,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4671,53.569,10.057,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2563,51.420,6.971,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4032,48.688,9.001,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5742,53.501,10.019,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5316,48.189,11.638,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3271,50.021,8.424,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4564,51.817,8.484,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1377,52.502,13.488,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3123,52.511,13.393,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
720,52.480,13.442,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1038,51.467,7.100,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4397,49.720,7.297,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4368,49.739,10.153,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3423,50.107,8.584,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1723,51.381,6.701,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4170,51.043,7.008,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3417,51.315,12.371,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1498,51.236,7.142,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
611,53.888,11.464,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4972,51.215,6.767,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3229,48.823,9.217,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2141,51.871,10.913,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
36,48.303,14.290,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
767,48.796,9.189,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2425,49.010,8.426,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5643,54.114,12.058,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1026,48.745,9.215,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1258,51.472,6.628,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2173,51.424,11.764,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3120,51.350,6.603,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1336,48.815,9.319,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1483,48.781,9.223,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4128,51.064,6.956,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2742,52.461,7.148,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
276,48.717,9.293,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2413,52.534,13.422,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3189,51.947,10.559,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2193,49.905,10.940,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4647,47.822,7.563,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5710,52.524,13.422,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4182,52.301,9.182,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1758,48.825,9.231,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4775,49.835,8.693,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1335,48.731,9.143,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3342,50.749,6.154,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3221,48.154,11.530,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3056,52.394,13.041,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3064,48.157,11.534,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3223,52.511,13.271,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4285,48.161,11.534,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1614,48.825,9.346,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3021,52.384,13.105,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
569,48.884,9.191,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4968,50.930,6.939,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2598,48.810,8.954,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3362,48.126,11.552,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
413,53.550,9.944,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4635,48.158,11.815,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4893,48.112,11.528,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3822,51.532,7.646,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4642,48.709,9.622,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5315,48.189,11.638,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3111,50.107,8.684,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2845,50.825,7.123,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
426,48.806,9.219,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
305,48.579,9.179,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4843,53.868,10.683,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2875,52.600,13.327,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5190,49.803,9.978,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5595,48.003,7.789,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2542,51.501,7.415,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3764,52.493,13.411,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2030,48.854,8.831,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4462,50.200,8.219,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4254,50.866,12.556,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3420,48.855,9.291,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2635,49.467,11.071,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2305,51.922,8.895,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2722,53.215,10.395,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3860,52.035,8.614,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4562,51.614,8.330,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1668,47.956,7.864,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2447,48.816,9.230,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1086,49.436,11.101,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1746,52.127,8.401,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4444,51.228,6.680,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1262,50.113,8.705,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2854,49.471,10.939,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5576,50.134,8.627,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3514,53.496,7.840,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4073,48.693,9.008,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3174,51.771,6.832,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
454,48.696,9.504,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2931,51.454,7.150,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4001,48.669,9.059,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1375,48.208,8.755,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2150,51.324,6.967,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2161,50.226,8.682,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3944,52.547,13.427,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3863,50.913,13.351,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
227,48.787,9.192,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1342,48.486,9.234,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5197,50.921,7.074,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1118,48.785,9.178,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1218,51.495,6.670,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2831,48.006,7.825,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5719,47.733,9.243,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1138,48.467,7.958,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
774,48.810,9.150,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
2946,51.544,7.150,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
692,50.085,8.576,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5225,51.666,7.146,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3775,48.683,9.016,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5678,52.559,13.565,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3157,51.581,6.960,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1527,49.003,8.412,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
800,49.201,9.242,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4112,51.042,7.055,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
604,48.321,11.667,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
172,48.827,9.126,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1053,51.469,7.221,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3761,52.369,9.719,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
690,48.774,8.944,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4169,51.025,6.999,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
3348,49.541,8.573,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
5336,48.068,7.884,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
4299,47.991,7.855,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
1523,53.658,10.118,2.062325581395349,,,15.0048,7.27,,,4,,1.2,283.76,Tawarano,DE
