sensor_id,latitude,longitude,PM10,rain_3h,is_rain,wind_deg,wind_speed,humidity,is_newYear,season,is_rushHour,PM10_average,temp,city,country
596,49.007,12.105,5.021818181818182,0.0,1.0,119.502,1.98,75.0,0.0,4.0,0.0,1.2,290.29,Regensburg,DE
577,48.491,9.213,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.02,Reutlingen,DE
5058,52.05,11.035,4.6160000000000005,0.04,1.0,82.5021,3.13,95.0,0.0,4.0,0.0,1.2,289.03,Gunsleben,DE
153,48.722,9.209,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Plieningen,DE
1609,51.63,7.495,2.9481481481481477,0.0,1.0,91.0021,3.23,72.0,0.0,4.0,0.0,1.2,291.07,Lunen,DE
419,49.041,9.136,5.021818181818182,0.0,1.0,87.0021,1.93,65.0,0.0,4.0,0.0,1.2,292.23,Kirchheim am Neckar,DE
4629,48.679,9.021,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,292.36,Boblingen,DE
792,49.022,12.149,0.8627272727272728,0.0,1.0,67.0076,1.61,86.0,0.0,4.0,1.0,1.2,285.44,Tegernheim,DE
2500,48.126,11.55,5.021818181818182,0.0,1.0,73.0021,2.03,68.0,0.0,4.0,0.0,1.2,290.46,Altstadt,DE
1922,51.449,7.097,5.021818181818182,0.0,1.0,75.0076,2.21,71.0,0.0,4.0,1.0,1.2,289.23,Steele,DE
4077,52.545,13.418,4.6160000000000005,0.345,1.0,100.008,4.36,94.0,0.0,4.0,1.0,1.2,287.2,Berlin Pankow,DE
3904,52.394,13.099,4.6160000000000005,0.1025,1.0,110.508,3.01,96.0,0.0,4.0,1.0,1.2,287.24,Babelsberg,DE
3975,48.811,9.179,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Stuttgart Feuerbach,DE
438,48.782,9.251,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Hedelfingen,DE
4363,48.304,12.565,5.021818181818182,0.0,1.0,61.0076,2.06,83.0,0.0,4.0,1.0,1.2,285.33,Rohrbach,DE
5268,51.191,6.669,5.021818181818182,0.0,1.0,94.5076,2.06,76.0,0.0,4.0,1.0,1.2,289.01,Neuss,DE
2057,52.494,13.429,4.6160000000000005,0.1025,1.0,110.508,3.01,96.0,0.0,4.0,1.0,1.2,287.24,Hermannplatz,DE
3333,50.392,8.008,0.8627272727272728,0.0,1.0,60.0076,1.31,87.0,0.0,4.0,1.0,1.2,287.25,Guckingen,DE
3582,50.998,7.139,5.021818181818182,0.0,1.0,101.008,1.81,79.0,0.0,4.0,1.0,1.2,288.49,Borsbach,DE
1887,51.575,6.981,2.9481481481481477,0.0,1.0,91.0021,3.23,72.0,0.0,4.0,0.0,1.2,291.51,Gladbeck,DE
2854,49.471,10.939,5.021818181818182,0.0,1.0,107.002,1.98,71.0,0.0,4.0,0.0,1.2,290.02,Burgfarrnbach,DE
4406,53.806,11.598,0.8627272727272728,0.05,1.0,75.5021,7.08,87.0,0.0,4.0,0.0,1.2,288.88,Jesendorf,DE
3262,47.746,9.0,5.021818181818182,0.0,1.0,115.002,1.68,74.0,0.0,4.0,0.0,1.2,291.42,Markelfingen,DE
3261,47.746,9.0,5.021818181818182,0.0,1.0,115.002,1.68,74.0,0.0,4.0,0.0,1.2,291.42,Markelfingen,DE
1473,48.364,8.961,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Hechingen,DE
4939,49.326,7.214,5.021818181818182,0.0,1.0,89.0021,2.08,70.0,0.0,4.0,0.0,1.2,290.46,Neunkirchen,DE
2197,51.035,13.704,4.6160000000000005,0.035,1.0,151.002,1.93,93.0,0.0,4.0,0.0,1.2,288.26,Löbtau,DE
3063,52.495,13.427,4.6160000000000005,0.3825,1.0,99.0021,4.08,98.0,0.0,4.0,0.0,1.2,287.69,Hermannplatz,DE
5010,54.365,10.073,1.3800000000000008,0.0,1.0,84.5021,9.08,98.0,0.0,4.0,0.0,1.2,289.42,Altwittenbek,DE
800,49.201,9.242,5.021818181818182,0.0,1.0,87.0021,1.93,65.0,0.0,4.0,0.0,1.2,291.71,Neckarsulm,DE
3683,48.716,9.648,5.021818181818182,0.0,1.0,76.5076,1.71,80.0,0.0,4.0,1.0,1.2,285.89,Rechberghausen,DE
3337,49.285,10.789,5.021818181818182,0.0,1.0,107.002,1.98,71.0,0.0,4.0,0.0,1.2,290.58,Neuendettelsau,DE
1670,51.473,7.08,5.021818181818182,0.0,1.0,75.0076,2.21,71.0,0.0,4.0,1.0,1.2,289.23,Leithe,DE
4283,51.744,7.19,5.021818181818182,0.0,1.0,75.0076,2.21,71.0,0.0,4.0,1.0,1.2,288.76,Haltern,DE
4289,53.591,9.706,2.062325581395349,0.0725,1.0,75.5076,4.21,77.0,0.0,4.0,1.0,1.2,288.01,Wedel,DE
4122,51.062,6.92,5.021818181818182,0.0,1.0,101.008,1.81,79.0,0.0,4.0,1.0,1.2,288.85,Voigtslach,DE
5034,51.238,6.795,5.021818181818182,0.0,1.0,94.5076,2.06,76.0,0.0,4.0,1.0,1.2,288.86,Derendorf,DE
3628,48.999,12.075,0.8627272727272728,0.0,1.0,67.0076,1.61,86.0,0.0,4.0,1.0,1.2,285.8,Pentling,DE
2245,49.401,8.64,5.021818181818182,0.0,1.0,19.0076,2.06,73.0,0.0,4.0,1.0,1.2,287.46,Eppelheim,DE
5693,51.025,13.827,4.6160000000000005,0.035,1.0,151.002,1.93,93.0,0.0,4.0,0.0,1.2,288.26,Niederpoyritz,DE
4138,51.033,6.995,5.021818181818182,0.0,1.0,120.002,2.23,79.0,0.0,4.0,0.0,1.2,291.48,Leverkusen,DE
1969,50.806,8.76,4.6160000000000005,0.005,1.0,87.0021,2.23,89.0,0.0,4.0,0.0,1.2,288.33,Marburg an der Lahn,DE
4462,50.2,8.219,5.021818181818182,0.0,1.0,83.0021,1.88,82.0,0.0,4.0,0.0,1.2,290.1,Ehrenbach,DE
1347,48.797,9.48,5.021818181818182,0.0,1.0,100.502,1.98,71.0,0.0,4.0,0.0,1.2,291.8,Winterbach,DE
1149,48.772,9.169,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Stuttgart,DE
2560,53.547,9.967,2.062325581395349,0.0,1.0,79.5021,4.48,76.0,0.0,4.0,0.0,1.2,290.06,St. Pauli,DE
4643,48.709,9.622,5.021818181818182,0.0,1.0,100.502,1.98,71.0,0.0,4.0,0.0,1.2,290.94,Wangen,DE
2286,52.512,13.449,1.3800000000000008,0.3825,1.0,92.0021,4.63,90.0,0.0,4.0,0.0,1.2,288.17,Berlin Treptow,DE
2789,50.648,7.183,5.021818181818182,0.0,1.0,100.502,2.03,77.0,0.0,4.0,0.0,1.2,289.27,Niederbachem,DE
2768,53.326,10.626,2.062325581395349,0.0,1.0,78.0021,4.83,71.0,0.0,4.0,0.0,1.2,289.5,Hittbergen,DE
1662,53.79,9.674,0.8627272727272728,0.0,1.0,77.0021,6.23,86.0,0.0,4.0,0.0,1.2,289.91,Sparrieshoop,DE
4305,49.926,8.608,5.021818181818182,0.0,1.0,63.5021,1.98,82.0,0.0,4.0,0.0,1.2,292.13,Weiterstadt,DE
5337,50.955,6.93,5.021818181818182,0.0,1.0,120.002,2.23,79.0,0.0,4.0,0.0,1.2,291.58,Koeln-Ehrenfeld,DE
4223,51.437,14.139,4.6160000000000005,0.035,1.0,130.508,2.41,92.0,0.0,4.0,1.0,1.2,285.26,Torno,DE
4438,53.404,11.224,4.6160000000000005,1.2925,1.0,103.508,4.26,94.0,0.0,4.0,1.0,1.2,285.5,Kuhstorf,DE
2540,52.065,8.61,2.9481481481481477,0.0575,1.0,68.5076,3.51,82.0,0.0,4.0,1.0,1.2,287.44,Wellbach,DE
3874,50.873,6.691,5.021818181818182,0.0,1.0,94.5076,2.06,76.0,0.0,4.0,1.0,1.2,289.11,Kerpen,DE
5307,48.625,9.264,7.822736842105264,0.0,1.0,57.5076,1.31,78.0,0.0,4.0,1.0,1.2,286.8,Neckartailfingen,DE
38,52.506,13.431,4.6160000000000005,0.345,1.0,100.008,4.36,94.0,0.0,4.0,1.0,1.2,287.2,Land Berlin,DE
1389,49.88,8.649,5.021818181818182,0.0,1.0,24.5076,1.96,85.0,0.0,4.0,1.0,1.2,287.57,Darmstadt,DE
2375,51.502,7.553,5.021818181818182,0.0,1.0,82.5076,2.31,72.0,0.0,4.0,1.0,1.2,289.39,Bruch,DE
1277,51.025,13.826,4.6160000000000005,0.035,1.0,151.002,1.93,93.0,0.0,4.0,0.0,1.2,288.26,Niederpoyritz,DE
1175,48.418,10.073,5.021818181818182,0.0,1.0,92.5021,2.13,77.0,0.0,4.0,0.0,1.2,290.41,Oberelchingen,DE
5222,52.037,8.514,2.9481481481481477,0.0,1.0,80.0021,3.43,79.0,0.0,4.0,0.0,1.2,289.68,Sudbrack,DE
4717,48.669,8.997,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,292.36,Boblingen,DE
3905,48.684,9.013,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,292.36,Boblingen,DE
2852,48.21,11.453,5.021818181818182,0.0,1.0,73.0021,2.03,68.0,0.0,4.0,0.0,1.2,290.46,Allach,DE
2086,52.463,13.32,4.6160000000000005,0.3825,1.0,99.0021,4.08,98.0,0.0,4.0,0.0,1.2,287.69,Friedenau,DE
3793,51.359,12.282,4.6160000000000005,0.04,1.0,59.0021,2.53,94.0,0.0,4.0,0.0,1.2,288.23,Leutzsch,DE
4778,53.702,10.25,2.062325581395349,0.0,1.0,74.5021,6.28,85.0,0.0,4.0,0.0,1.2,289.05,Delingsdorf,DE
2624,53.257,10.386,2.062325581395349,0.0,1.0,79.5021,4.48,76.0,0.0,4.0,0.0,1.2,290.06,Luneburg,DE
3119,51.35,6.603,5.021818181818182,0.0,1.0,84.5021,3.08,74.0,0.0,4.0,0.0,1.2,292.25,Krefeld,DE
3719,52.492,6.859,2.9481481481481477,0.0,1.0,85.0021,3.78,73.0,0.0,4.0,0.0,1.2,291.23,Uelsen,DE
2618,52.346,13.095,4.6160000000000005,0.1025,1.0,110.508,3.01,96.0,0.0,4.0,1.0,1.2,287.24,Bergholz,DE
3529,54.282,10.07,1.3800000000000008,0.1325,1.0,79.5076,5.56,88.0,0.0,4.0,1.0,1.2,286.81,Mielkendorf,DE
1630,48.53,9.053,7.822736842105264,0.0,1.0,57.5076,1.31,78.0,0.0,4.0,1.0,1.2,287.56,Tuebingen,DE
1180,52.047,8.532,2.9481481481481477,0.0575,1.0,68.5076,3.51,82.0,0.0,4.0,1.0,1.2,287.27,Sudbrack,DE
5003,52.025,8.423,2.9481481481481477,0.0575,1.0,68.5076,3.51,82.0,0.0,4.0,1.0,1.2,287.26,Steinhagen,DE
964,50.0,8.433,5.021818181818182,0.0,1.0,63.5021,1.98,82.0,0.0,4.0,0.0,1.2,292.13,Russelsheim,DE
3909,51.474,6.702,5.021818181818182,0.0,1.0,84.5021,3.08,74.0,0.0,4.0,0.0,1.2,291.96,Homberg,DE
1768,48.665,8.947,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,292.35,Ehningen,DE
2723,53.215,10.395,2.062325581395349,0.0,1.0,79.5021,4.48,76.0,0.0,4.0,0.0,1.2,289.87,Luneburg,DE
1607,49.084,11.668,5.021818181818182,0.0,1.0,118.502,1.98,71.0,0.0,4.0,0.0,1.2,290.82,Eckerding,DE
5282,50.946,6.652,5.021818181818182,0.0,1.0,104.002,2.38,76.0,0.0,4.0,0.0,1.2,292.3,Bergheim,DE
3137,48.492,9.198,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.02,Reutlingen,DE
3234,49.906,10.898,0.8627272727272728,0.0,1.0,89.5021,1.98,86.0,0.0,4.0,0.0,1.2,290.3,Kramersfeld,DE
749,52.385,10.538,4.6160000000000005,0.04,1.0,82.5021,3.13,95.0,0.0,4.0,0.0,1.2,289.24,Meine,DE
431,48.765,9.172,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Stuttgart,DE
5681,48.551,8.73,7.822736842105264,0.0,1.0,57.5076,1.31,78.0,0.0,4.0,1.0,1.2,287.75,Nagold,DE
5164,50.225,10.126,4.6160000000000005,0.045,1.0,54.0076,1.36,91.0,0.0,4.0,1.0,1.2,285.03,Nüdlingen,DE
3231,48.883,9.21,7.822736842105264,0.0,1.0,57.5076,1.31,78.0,0.0,4.0,1.0,1.2,287.56,Ludwigsburg,DE
3867,48.151,11.528,5.021818181818182,0.005,1.0,82.0076,2.11,79.0,0.0,4.0,1.0,1.2,285.68,Nymphenburg,DE
799,49.201,9.242,5.021818181818182,0.0,1.0,87.0021,1.93,65.0,0.0,4.0,0.0,1.2,291.71,Neckarsulm,DE
4264,51.525,7.359,5.021818181818182,0.0,1.0,75.0076,2.21,71.0,0.0,4.0,1.0,1.2,289.24,Frohlinde,DE
1501,48.808,9.219,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Berg,DE
4368,49.739,10.153,5.021818181818182,0.0,1.0,84.5021,2.13,85.0,0.0,4.0,0.0,1.2,289.94,Kitzingen,DE
675,48.768,9.16,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Heslach,DE
1808,48.503,11.762,5.021818181818182,0.0,1.0,78.0021,2.13,68.0,0.0,4.0,0.0,1.2,290.83,Kronsdorf,DE
1890,51.434,7.043,2.9481481481481477,0.0,1.0,91.0021,3.23,72.0,0.0,4.0,0.0,1.2,291.31,Hagenbusch,DE
1387,48.736,9.287,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Mettingen,DE
4740,48.745,9.118,7.822736842105264,0.0,1.0,57.5076,1.31,78.0,0.0,4.0,1.0,1.2,287.56,Heslach,DE
4418,48.122,11.659,5.021818181818182,0.005,1.0,82.0076,2.11,79.0,0.0,4.0,1.0,1.2,285.68,Perlach,DE
5022,47.99,7.865,7.822736842105264,0.0,1.0,349.508,1.41,80.0,0.0,4.0,1.0,1.2,287.06,Wiehre,DE
2974,51.456,7.248,5.021818181818182,0.0,1.0,75.0076,2.21,71.0,0.0,4.0,1.0,1.2,289.23,Altenbochum,DE
2657,48.175,11.791,5.021818181818182,0.005,1.0,66.5076,1.51,81.0,0.0,4.0,1.0,1.2,284.53,Grub,DE
2930,51.454,7.15,5.021818181818182,0.0,1.0,75.0076,2.21,71.0,0.0,4.0,1.0,1.2,289.23,Stalleicken,DE
4115,51.045,7.058,5.021818181818182,0.0,1.0,101.008,1.81,79.0,0.0,4.0,1.0,1.2,288.49,Lützenkirchen,DE
717,50.299,8.265,5.021818181818182,0.0,1.0,83.0021,1.88,82.0,0.0,4.0,0.0,1.2,290.15,Bad Camberg,DE
3747,50.057,8.689,5.021818181818182,0.0,1.0,24.5076,1.96,85.0,0.0,4.0,1.0,1.2,287.57,Neu Isenburg,DE
3382,51.955,7.651,2.9481481481481477,0.0,1.0,83.0021,3.73,80.0,0.0,4.0,0.0,1.2,290.39,Muenster,DE
3603,50.975,6.937,5.021818181818182,0.0,1.0,120.002,2.23,79.0,0.0,4.0,0.0,1.2,291.75,Nippes,DE
198,48.483,9.204,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.02,Reutlingen,DE
2612,47.633,9.76,7.822736842105264,0.0,1.0,311.002,1.18,83.0,0.0,4.0,0.0,1.2,289.92,Hergensweiler,DE
325,52.352,14.057,4.6160000000000005,0.9375,1.0,112.002,3.93,98.0,0.0,4.0,0.0,1.2,288.22,Furstenwalde,DE
5794,49.656,11.033,0.8627272727272728,0.0,1.0,89.5021,1.98,86.0,0.0,4.0,0.0,1.2,289.9,Baiersdorf,DE
1016,49.156,9.169,5.021818181818182,0.0,1.0,87.0021,1.93,65.0,0.0,4.0,0.0,1.2,291.7,Leingarten,DE
5384,53.448,10.077,2.062325581395349,0.0,1.0,79.5021,4.48,76.0,0.0,4.0,0.0,1.2,289.86,Oortkaten,DE
1453,47.739,7.998,7.822736842105264,0.0,1.0,344.002,1.43,65.0,0.0,4.0,0.0,1.2,292.59,Todtmoos,DE
1400,48.842,8.925,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,292.34,Weissach,DE
2195,52.017,8.539,2.9481481481481477,0.0,1.0,80.0021,3.43,79.0,0.0,4.0,0.0,1.2,289.67,Kreisfreie Stadt Bielefeld,DE
1544,48.842,9.355,5.021818181818182,0.0,1.0,100.502,1.98,71.0,0.0,4.0,0.0,1.2,291.8,Korb,DE
1491,49.902,10.875,5.021818181818182,0.0,1.0,61.5076,1.66,85.0,0.0,4.0,1.0,1.2,286.33,Bamberg,DE
2067,52.502,13.354,4.6160000000000005,0.345,1.0,100.008,4.36,94.0,0.0,4.0,1.0,1.2,287.2,Tiergarten,DE
4945,53.58,9.963,2.062325581395349,0.0,1.0,79.5021,4.48,76.0,0.0,4.0,0.0,1.2,290.06,Eppendorf,DE
428,48.758,9.291,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Rüdern,DE
3202,48.688,8.997,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,292.36,Boblingen,DE
3826,53.633,10.07,4.6160000000000005,0.7525,1.0,86.0076,4.56,93.0,0.0,4.0,1.0,1.2,287.23,Wellingsbuettel,DE
770,48.697,9.116,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Europe,DE
4732,53.668,10.007,2.062325581395349,0.0,1.0,79.5021,4.48,76.0,0.0,4.0,0.0,1.2,290.07,Langenhorn,DE
5400,48.718,9.12,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Europe,DE
2149,51.324,6.967,2.9481481481481477,0.0,1.0,91.0021,3.23,72.0,0.0,4.0,0.0,1.2,291.58,Heiligenhaus,DE
3969,48.674,9.003,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,292.36,Boblingen,DE
201,48.536,9.274,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.02,Metzingen,DE
3799,49.835,8.258,5.021818181818182,0.0,1.0,63.5021,1.98,82.0,0.0,4.0,0.0,1.2,291.92,Friesenheim,DE
3580,53.579,10.024,2.062325581395349,0.0,1.0,79.5021,4.48,76.0,0.0,4.0,0.0,1.2,290.07,Freie und Hansestadt Hamburg,DE
1228,48.818,9.169,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Zuffenhausen,DE
2006,49.894,10.923,0.8627272727272728,0.0,1.0,89.5021,1.98,86.0,0.0,4.0,0.0,1.2,290.3,Bamberg,DE
3365,52.033,7.094,2.9481481481481477,0.0,1.0,84.5021,3.93,75.0,0.0,4.0,0.0,1.2,290.83,Legden,DE
2964,51.44,6.963,2.9481481481481477,0.0,1.0,91.0021,3.23,72.0,0.0,4.0,0.0,1.2,291.31,Frohnhausen,DE
2870,48.777,9.133,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Botnang,DE
3494,49.871,8.651,5.021818181818182,0.0,1.0,63.5021,1.98,82.0,0.0,4.0,0.0,1.2,292.13,Darmstadt,DE
1063,50.933,6.961,5.021818181818182,0.0,1.0,120.002,2.23,79.0,0.0,4.0,0.0,1.2,291.76,Koeln,DE
2393,48.098,7.97,7.822736842105264,0.0,1.0,349.508,1.41,80.0,0.0,4.0,1.0,1.2,287.07,Kollnau,DE
2554,53.558,10.062,4.6160000000000005,0.7525,1.0,86.0076,4.56,93.0,0.0,4.0,1.0,1.2,287.23,Eilbek,DE
5233,50.996,7.101,5.021818181818182,0.0,1.0,101.008,1.81,79.0,0.0,4.0,1.0,1.2,288.49,Borsbach,DE
4246,52.564,10.056,4.6160000000000005,0.18,1.0,96.5076,3.11,89.0,0.0,4.0,1.0,1.2,287.1,Adelheidsdorf,DE
4008,50.797,7.131,5.021818181818182,0.0,1.0,101.008,1.81,79.0,0.0,4.0,1.0,1.2,288.0,Meindorf,DE
2327,51.588,7.327,5.021818181818182,0.0,1.0,75.0076,2.21,71.0,0.0,4.0,1.0,1.2,289.08,Henrichenburg,DE
2895,49.731,8.615,5.021818181818182,0.0,1.0,63.5021,1.98,82.0,0.0,4.0,0.0,1.2,292.13,Zwingenberg,DE
1505,51.436,7.356,2.9481481481481477,0.0,1.0,91.0021,3.23,72.0,0.0,4.0,0.0,1.2,291.53,Witten,DE
3878,47.999,7.85,7.822736842105264,0.0,1.0,344.002,1.43,65.0,0.0,4.0,0.0,1.2,292.76,Freiburg,DE
1407,51.449,6.614,5.021818181818182,0.0,1.0,84.5021,3.08,74.0,0.0,4.0,0.0,1.2,292.43,Moers,DE
3970,48.674,9.003,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,292.36,Boblingen,DE
1535,50.074,8.228,5.021818181818182,0.0,1.0,63.5021,1.98,82.0,0.0,4.0,0.0,1.2,292.13,Wiesbaden,DE
742,52.027,8.519,2.9481481481481477,0.0,1.0,80.0021,3.43,79.0,0.0,4.0,0.0,1.2,289.68,Sudbrack,DE
539,52.038,8.533,2.9481481481481477,0.0,1.0,80.0021,3.43,79.0,0.0,4.0,0.0,1.2,289.68,Sudbrack,DE
3935,48.143,11.491,5.021818181818182,0.0,1.0,73.0021,2.03,68.0,0.0,4.0,0.0,1.2,290.47,Nymphenburg,DE
5277,51.194,6.614,5.021818181818182,0.0,1.0,104.002,2.38,76.0,0.0,4.0,0.0,1.2,292.16,Büttgen,DE
5668,53.917,10.711,0.8627272727272728,0.0,1.0,70.5021,6.73,86.0,0.0,4.0,0.0,1.2,288.76,Bad Schwartau,DE
746,50.841,13.081,4.6160000000000005,0.8675,1.0,156.002,1.88,98.0,0.0,4.0,0.0,1.2,287.34,Floha,DE
3112,50.107,8.684,5.021818181818182,0.0,1.0,83.0021,1.88,82.0,0.0,4.0,0.0,1.2,291.73,Frankfurt am Main,DE
4595,49.978,8.742,5.021818181818182,0.0,1.0,55.5076,1.86,81.0,0.0,4.0,1.0,1.2,287.65,Dreieich,DE
4375,50.867,12.75,4.6160000000000005,1.87,1.0,181.502,1.88,100.0,0.0,4.0,0.0,1.2,286.84,Limbach-Oberfrohna,DE
5021,51.929,7.684,2.9481481481481477,0.0,1.0,83.0021,3.73,80.0,0.0,4.0,0.0,1.2,290.38,Wolbeck,DE
615,48.769,9.185,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Gablenberg,DE
5448,52.386,9.971,4.6160000000000005,0.03,1.0,86.0076,2.91,92.0,0.0,4.0,1.0,1.2,286.64,Lehrte,DE
359,48.871,9.226,7.822736842105264,0.0,1.0,57.5076,1.31,78.0,0.0,4.0,1.0,1.2,287.56,Viesenhäuserhof,DE
4007,50.797,7.131,5.021818181818182,0.0,1.0,101.008,1.81,79.0,0.0,4.0,1.0,1.2,288.0,Meindorf,DE
805,48.503,9.231,7.822736842105264,0.0,1.0,57.5076,1.31,78.0,0.0,4.0,1.0,1.2,286.82,Reutlingen,DE
4714,48.191,11.614,5.021818181818182,0.005,1.0,82.0076,2.11,79.0,0.0,4.0,1.0,1.2,285.68,Milbertshofen,DE
2411,48.012,7.724,7.822736842105264,0.0,1.0,349.508,1.41,80.0,0.0,4.0,1.0,1.2,287.05,Merdingen,DE
2363,51.499,7.56,5.021818181818182,0.0,1.0,82.5076,2.31,72.0,0.0,4.0,1.0,1.2,289.39,Bruch,DE
1676,48.105,11.616,5.021818181818182,0.005,1.0,82.0076,2.11,79.0,0.0,4.0,1.0,1.2,285.68,Perlach,DE
5009,51.058,6.921,5.021818181818182,0.0,1.0,120.002,2.23,79.0,0.0,4.0,0.0,1.2,291.75,Voigtslach,DE
677,48.814,9.132,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.9,Weilimdorf,DE
417,48.531,9.2,5.021818181818182,0.0,1.0,103.002,1.88,72.0,0.0,4.0,0.0,1.2,291.01,Sickenhausen,DE
2012,51.435,6.973,2.9481481481481477,0.0,1.0,91.0021,3.23,72.0,0.0,4.0,0.0,1.2,291.47,Frohnhausen,DE
